le_id,sub_prof_id,client_id,account_id,account_type,product,product_type,product_code,currency,opening_balance,closing_balance,avg_balance,net_flow,transaction_count,interest_amount,interest_rate_pct,status_code,account_open_date,account_close_date,mth_end,src,cty
LE001,SP001,C100619,AC100045,DEAL,ONLINE SUSPENSE,C,773,AUD,336702.39,430510.93,383606.66,47521.19,10,653.81,3.441,Active,2020-02-10,,2024-12-30,EBBS,SG
LE001,SP001,C100500,AC100046,ACCOUNT,FLEXI TIME DEPOSIT,DEPOSIT,566,SGD,170555.55,156444.49,163500.02,14773.88,7,1694.69,2.124,Active,2025-09-27,,2024-12-30,EBBS,SG
LE001,SP001,C100341,AC100047,DEAL,INTEREST RECEIVED,I,842,AUD,303755.72,318873.13,311314.42,75811.67,6,1124.92,3.709,Active,2020-12-25,,2024-12-30,EBBS,SG
LE001,SP001,C100574,AC100048,DEAL,BASIC BANKING ACCOUNT,C,830,SGD,484645.95,428413.85,456529.9,-76705.71,7,3055.35,4.521,Active,2016-06-02,,2024-12-30,EBBS,SG
LE001,SP001,C100378,AC100049,DEAL,CURRENT ACCOUNT - MANAGED RATE,C,767,AED,100414.34,148992.89,124703.62,32268.8,3,3237.26,1.548,Active,2016-11-07,,2024-12-30,EBBS,SG
LE001,SP001,C100995,AC100050,DEAL,CASHIER'S ORDER,C,185,SGD,623369.79,535432.82,579401.3,-59162.93,8,3578.46,1.255,Active,2017-01-11,,2024-12-30,EBBS,SG
LE001,SP001,C100573,AC100051,ACCOUNT,INWARD COLLECTION,C,268,AUD,194112.7,233932.97,214022.84,-14069.26,5,2829.39,4.324,Active,2016-09-08,,2024-12-30,EBBS,SG
LE001,SP001,C100181,AC100052,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,SGD,240500.76,264884.42,252692.59,37368.4,4,81.38,4.623,Active,2021-02-28,,2024-12-30,EBBS,SG
LE001,SP001,C100821,AC100053,DEAL,CASH IN HAND,C,979,INR,12103.05,-27540.59,-7718.77,-5351.52,4,1570.48,3.509,Active,2025-05-06,,2024-12-30,EBBS,SG
LE001,SP001,C100879,AC100054,ACCOUNT,CASH Collateral - SGD,C,651,INR,405835.6,466067.35,435951.47,42567.71,4,740.73,4.593,Active,2016-07-30,,2024-12-30,EBBS,SG
LE001,SP001,C100814,AC100055,DEAL,CASH Collateral - SGD,C,651,SGD,406076.42,474420.13,440248.28,82248.39,2,1.93,0.974,Active,2016-02-01,,2024-12-30,EBBS,SG
LE001,SP001,C100071,AC100056,ACCOUNT,CASHIER'S ORDER,C,185,SGD,211448.22,259879.38,235663.8,-48613.43,4,658.96,4.906,Active,2025-06-20,,2024-12-30,EBBS,SG
LE001,SP001,C100118,AC100057,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,AED,58629.15,4551.75,31590.45,84357.08,6,2263.28,0.551,Active,2017-08-10,,2024-12-30,EBBS,SG
LE001,SP001,C100805,AC100058,ACCOUNT,CURRENT ACCOUNT - MANAGED RATE,C,767,JPY,44772.32,11352.22,28062.27,69786.6,5,2119.3,4.499,Active,2025-04-13,,2024-12-30,EBBS,SG
LE001,SP001,C100725,AC100059,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,USD,16756.04,-14543.61,1106.22,-19095.51,3,326.9,2.162,Active,2022-01-28,,2024-12-30,EBBS,SG
LE001,SP001,C100638,AC100060,ACCOUNT,ONEACCOUNT,C,137,SGD,801103.81,835335.92,818219.86,19512.66,7,330.18,4.501,Active,2018-04-20,,2024-12-30,EBBS,SG
LE001,SP001,C100418,AC100061,ACCOUNT,CHEQUE AND SAVE ACCOUNT,C,465,EUR,573204.86,535118.11,554161.48,-28227.85,3,1504.09,0.645,Active,2021-07-12,,2024-12-30,EBBS,SG
LE001,SP001,C100693,AC100062,DEAL,INWARD COLLECTION,C,268,JPY,409716.21,449603.03,429659.62,-56957.09,3,1035.49,2.744,Active,2022-07-24,,2024-12-30,EBBS,SG
LE001,SP001,C100215,AC100063,ACCOUNT,PRIVATE BANK CASH ACCOUNT,C,680,JPY,40787.47,78800.02,59793.75,55316.46,7,2043.28,2.215,Active,2020-01-18,,2024-12-30,EBBS,SG
LE001,SP001,C100484,AC100064,DEAL,ONEACCOUNT,C,137,USD,267891.71,272361.41,270126.56,24402.2,4,3660.27,2.582,Active,2022-01-08,,2024-12-30,EBBS,SG
LE001,SP001,C100095,AC100065,DEAL,ONEACCOUNT,C,137,AUD,357780.86,336731.64,347256.25,14488.74,7,4650.8,4.035,Active,2025-04-05,,2024-12-30,EBBS,SG
LE001,SP001,C100250,AC100066,ACCOUNT,INWARD COLLECTION,C,268,JPY,207367.35,291189.22,249278.28,16346.37,7,61.8,2.078,Active,2023-08-07,,2024-12-30,EBBS,SG
LE001,SP001,C100735,AC100067,ACCOUNT,DEBIT CARD ANNUAL FEE,C,606,AUD,335398.56,314634.16,325016.36,31639.09,5,5041.39,0.746,Active,2017-05-11,,2024-12-30,EBBS,SG
LE001,SP001,C100881,AC100068,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,AUD,228626.49,204743.62,216685.05,23948.99,4,1167.32,0.888,Active,2019-12-21,,2024-12-30,EBBS,SG
LE001,SP001,C100475,AC100069,DEAL,ESCROW FCY,C,420,INR,714789.99,692558.11,703674.05,-21370.4,7,605.29,0.616,Active,2020-07-26,,2024-12-30,EBBS,SG
LE001,SP001,C100683,AC100070,ACCOUNT,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,EUR,268237.68,310015.95,289126.82,-44542.17,5,4149.44,4.077,Active,2020-12-29,,2024-12-30,EBBS,SG
LE001,SP001,C100850,AC100071,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,JPY,912865.45,942379.18,927622.31,10843.05,7,1384.23,1.303,Active,2018-08-18,,2024-12-30,EBBS,SG
LE001,SP001,C100283,AC100072,ACCOUNT,INTEREST RECEIVED,I,842,USD,1215476.44,1241674.07,1228575.25,-29404.34,2,233.2,2.205,Active,2023-02-24,,2024-12-30,EBBS,SG
LE001,SP001,C100278,AC100073,ACCOUNT,CASH-ATM,C,773,AUD,204841.75,122098.92,163470.33,41158.53,5,646.64,0.763,Active,2024-01-25,,2024-12-30,EBBS,SG
LE001,SP001,C100723,AC100074,DEAL,BAD DEBT P&L,C,349,JPY,101702.77,88066.59,94884.68,-134844.33,4,391.41,1.661,Active,2025-01-29,,2024-12-30,EBBS,SG
LE001,SP001,C100211,AC100075,ACCOUNT,CHEQUE AND SAVE ACCOUNT,C,465,INR,206876.87,232710.34,219793.6,-39955.53,5,170.93,4.404,Active,2020-06-06,,2024-12-30,EBBS,SG
LE001,SP001,C100006,AC100076,ACCOUNT,CASH IN TRANSIT,C,105,INR,154062.39,161814.22,157938.3,128496.34,4,1714.21,4.459,Active,2019-09-29,,2024-12-30,EBBS,SG
LE001,SP001,C100765,AC100077,DEAL,DEBIT CARD ANNUAL FEE,C,606,USD,698434.08,594764.57,646599.32,-17134.38,6,242.88,2.185,Active,2022-01-04,,2024-12-30,EBBS,SG
LE001,SP001,C100684,AC100078,ACCOUNT,OUTWARD RTGS,C,496,INR,394126.4,355493.04,374809.72,-4461.06,3,559.97,2.342,Active,2018-10-20,,2024-12-30,EBBS,SG
LE001,SP001,C100546,AC100079,DEAL,CHEQUE AND SAVE ACCOUNT,C,465,AED,239498.31,232981.05,236239.68,25023.88,2,1606.52,3.217,Active,2020-08-07,,2024-12-30,EBBS,SG
LE001,SP001,C100186,AC100080,DEAL,CASH IN HAND,C,979,USD,484383.99,506597.16,495490.57,-18048.31,4,2818.66,1.066,Active,2017-03-30,,2024-12-30,EBBS,SG
LE001,SP001,C100900,AC100081,ACCOUNT,CASH IN HAND,C,979,USD,467911.67,556146.02,512028.84,-62075.06,6,1132.61,4.176,Active,2017-05-18,,2024-12-30,EBBS,SG
LE001,SP001,C100552,AC100082,DEAL,CASHIER'S ORDER,C,185,SGD,284406.99,279571.33,281989.16,-27245.95,5,1298.27,0.352,Active,2025-04-30,,2024-12-30,EBBS,SG
LE001,SP001,C100772,AC100083,DEAL,CASH Collateral - SGD,C,651,INR,323120.71,237612.29,280366.5,-67409.27,5,1986.53,0.112,Active,2024-05-12,,2024-12-30,EBBS,SG
LE001,SP001,C100484,AC100084,DEAL,FC CALL DEPOSITS,DEPOSIT,936,JPY,278338.1,229419.46,253878.78,20412.64,3,2905.17,3.5,Active,2023-11-24,,2024-12-30,EBBS,SG
LE001,SP001,C100620,AC100085,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,USD,302411.89,351546.44,326979.17,83273.72,5,2528.74,0.549,Active,2022-04-13,,2024-12-30,EBBS,SG
LE001,SP001,C100589,AC100086,ACCOUNT,CHEQUE AND SAVE ACCOUNT,C,465,AED,407063.61,370776.42,388920.02,9338.34,5,1010.77,2.965,Active,2023-01-21,,2024-12-30,EBBS,SG
LE001,SP001,C100104,AC100087,ACCOUNT,ONEACCOUNT,C,137,INR,179759.56,311378.66,245569.11,24665.9,2,869.67,4.919,Active,2021-11-19,,2024-12-30,EBBS,SG
LE001,SP001,C100545,AC100088,ACCOUNT,ONEACCOUNT,C,137,AED,443026.75,367067.75,405047.25,-266.82,4,817.54,2.535,Active,2016-04-02,,2024-12-30,EBBS,SG
LE001,SP001,C100430,AC100089,ACCOUNT,BASIC BANKING ACCOUNT,C,830,USD,186004.6,274544.63,230274.61,-31348.35,6,4124.9,3.182,Active,2017-11-05,,2024-12-30,EBBS,SG
LE001,SP001,C100156,AC100090,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,EUR,327739.16,316426.9,322083.03,53228.43,7,739.21,4.043,Active,2020-05-10,,2024-12-30,EBBS,SG
LE001,SP001,C100476,AC100091,ACCOUNT,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,USD,527393.89,534086.27,530740.08,22331.99,7,73.46,4.26,Active,2024-10-22,,2024-12-30,EBBS,SG
LE001,SP001,C100285,AC100092,ACCOUNT,CASH Collateral - SGD,C,651,EUR,362063.97,387115.64,374589.8,-52124.24,4,3055.85,3.056,Active,2025-06-16,,2024-12-30,EBBS,SG
LE001,SP001,C100506,AC100093,ACCOUNT,BONUS SAVER ACCOUNT(ONLINE),S,588,AUD,612737.82,538459.8,575598.81,13352.51,1,2279.26,1.781,Active,2022-08-23,,2024-12-30,EBBS,SG
LE001,SP001,C100901,AC100094,ACCOUNT,ESCROW FCY,C,420,EUR,232913.6,286187.62,259550.61,-25864.42,8,3318.69,4.741,Active,2017-09-14,,2024-12-30,EBBS,SG
LE001,SP001,C100416,AC100095,ACCOUNT,ESCROW FCY,C,420,SGD,79855.8,39616.45,59736.12,-50305.79,2,1601.82,2.386,Active,2020-10-02,,2024-12-30,EBBS,SG
LE001,SP001,C100811,AC100096,DEAL,BAD DEBT P&L,C,349,AUD,186126.05,197836.79,191981.42,77525.02,4,1496.71,2.028,Active,2018-05-02,,2024-12-30,EBBS,SG
LE001,SP001,C100595,AC100097,ACCOUNT,DEBIT CARD ANNUAL FEE,C,606,JPY,1123889.1,1090694.25,1107291.68,58355.15,3,3742.22,4.983,Active,2021-10-31,,2024-12-30,EBBS,SG
LE001,SP001,C100719,AC100098,ACCOUNT,CASH IN HAND,C,979,USD,422150.73,391007.21,406578.97,-24798.45,8,163.77,1.16,Active,2022-03-29,,2024-12-30,EBBS,SG
LE001,SP001,C100122,AC100099,DEAL,BUSINESS OVERDRAFT,C,572,SGD,20889.22,52535.81,36712.51,10146.15,5,2531.49,2.426,Active,2017-04-03,,2024-12-30,EBBS,SG
LE001,SP001,C100537,AC100100,ACCOUNT,BASIC BANKING ACCOUNT,C,830,USD,314346.16,331069,322707.58,32927.21,3,4520.41,1.145,Active,2025-08-15,,2024-12-30,EBBS,SG
LE001,SP001,C100725,AC100101,DEAL,CASH IN HAND,C,979,AED,186749.21,276477.1,231613.15,-25880.56,8,947.58,2.771,Active,2024-05-12,,2024-12-30,EBBS,SG
LE001,SP001,C100653,AC100102,ACCOUNT,BASIC BANKING ACCOUNT,C,830,EUR,296009.1,311286.82,303647.96,46649.83,10,1343.37,1.429,Active,2021-12-16,,2024-12-30,EBBS,SG
LE001,SP001,C100188,AC100103,DEAL,CASH IN HAND,C,979,AED,133152.77,140488.45,136820.61,60325.45,4,1133.87,4.112,Active,2024-12-12,,2024-12-30,EBBS,SG
LE001,SP001,C100590,AC100104,DEAL,BONUS SAVER,S,272,INR,527101.08,452631.43,489866.26,1232.1,5,679.91,2.819,Active,2022-12-30,,2024-12-30,EBBS,SG
LE001,SP001,C100121,AC100105,ACCOUNT,INWARD COLLECTION,C,268,INR,415208.94,417606.64,416407.79,60449.1,4,2382.99,2.618,Active,2020-10-24,,2024-12-30,EBBS,SG
LE001,SP001,C100304,AC100106,ACCOUNT,CASH IN TRANSIT,C,105,EUR,629452.7,578126.94,603789.82,6648.48,6,900.24,4.801,Active,2017-03-23,,2024-12-30,EBBS,SG
LE001,SP001,C100212,AC100107,DEAL,CASH IN HAND,C,979,AUD,346840.91,320550.64,333695.78,-6551.92,7,3570.48,1.207,Active,2024-01-09,,2024-12-30,EBBS,SG
LE001,SP001,C100002,AC100108,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,USD,459454.53,508819.97,484137.25,56092.66,5,3121.09,0.173,Active,2022-08-10,,2024-12-30,EBBS,SG
LE001,SP001,C100719,AC100109,ACCOUNT,BAD DEBT P&L,C,349,USD,290903.91,373910.76,332407.33,44894.43,2,86.87,3.941,Active,2018-05-13,,2024-12-30,EBBS,SG
LE001,SP001,C100823,AC100110,DEAL,CURRENT ACCOUNT - MANAGED RATE,C,767,EUR,300615.77,372804,336709.89,-4107.56,8,2734.59,1.132,Active,2022-10-19,,2024-12-30,EBBS,SG
LE001,SP001,C100846,AC100111,DEAL,BAD DEBT P&L,C,349,AUD,699680.71,724250.94,711965.82,-51535.88,4,400.47,3.965,Active,2016-07-14,,2024-12-30,EBBS,SG
LE001,SP001,C100582,AC100112,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,JPY,251241.77,217189.19,234215.48,42032.18,2,805.25,3.447,Active,2022-09-22,,2024-12-30,EBBS,SG
LE001,SP001,C100512,AC100113,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,EUR,130786.05,96378.07,113582.06,123613.97,4,491.73,0.209,Active,2022-03-01,,2024-12-30,EBBS,SG
LE001,SP001,C100618,AC100114,ACCOUNT,FC FIXED DEPOSITS,DEPOSIT,614,AUD,186790.46,184404.89,185597.67,-180.13,3,1816.73,4.81,Active,2019-04-30,,2024-12-30,EBBS,SG
LE001,SP001,C100601,AC100115,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,EUR,283353.12,181266.38,232309.75,-12358.87,1,863.97,0.211,Active,2020-07-02,,2024-12-30,EBBS,SG
LE001,SP001,C100531,AC100116,ACCOUNT,CASH IN HAND,C,979,EUR,200648,186592.99,193620.49,89884.33,3,1781.69,2.185,Active,2024-10-03,,2024-12-30,EBBS,SG
LE001,SP001,C100481,AC100117,ACCOUNT,CURRENT ACCOUNT - MANAGED RATE,C,767,USD,759742.17,805973.85,782858.01,2981.52,8,793.87,3.354,Active,2022-01-30,,2024-12-30,EBBS,SG
LE001,SP001,C100421,AC100118,ACCOUNT,CASH IN TRANSIT,C,105,INR,120818.75,186682.66,153750.71,20067.18,2,4865.01,3.805,Active,2024-10-16,,2024-12-30,EBBS,SG
LE001,SP001,C100322,AC100119,ACCOUNT,CASH-ATM,C,773,INR,60567.2,36372.91,48470.06,-16017.37,7,1348.33,2.027,Active,2025-10-07,,2024-12-30,EBBS,SG
LE001,SP001,C100673,AC100120,ACCOUNT,CURRENT ACCOUNT - MANAGED RATE,C,767,AUD,215201.39,221202.96,218202.17,30675.9,1,1545.59,2.597,Active,2020-03-10,,2024-12-30,EBBS,SG
LE001,SP001,C100640,AC100121,ACCOUNT,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,AUD,97049.39,13620.19,55334.79,19961.16,5,1794.39,1.343,Active,2022-07-20,,2024-12-30,EBBS,SG
LE001,SP001,C100448,AC100122,ACCOUNT,BASIC BANKING ACCOUNT,C,830,SGD,289780.73,342135.65,315958.19,84196.38,7,417.77,3.048,Active,2024-01-02,,2024-12-30,EBBS,SG
LE001,SP001,C100318,AC100123,DEAL,ESCROW FCY,C,420,AED,790616.14,859620.71,825118.43,-31278.14,5,1291.61,1.131,Active,2024-07-04,,2024-12-30,EBBS,SG
LE001,SP001,C100472,AC100124,DEAL,INTEREST RECEIVED,I,842,JPY,189778.37,248414.82,219096.6,27180.01,5,241.23,4.664,Active,2017-11-13,,2024-12-30,EBBS,SG
LE001,SP001,C100279,AC100125,ACCOUNT,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,JPY,317872.59,375913.93,346893.26,-23385.06,4,1193.01,1.226,Active,2021-06-23,,2024-12-30,EBBS,SG
LE001,SP001,C100195,AC100126,DEAL,BAD DEBT P&L,C,349,INR,638063.01,650771.7,644417.35,-12962.52,4,2967.37,3.952,Active,2016-12-11,,2024-12-30,EBBS,SG
LE001,SP001,C100519,AC100127,ACCOUNT,FCY SECURITIES SETTLEMENT ACCOUNT,C,567,USD,71345.98,175183.38,123264.68,19096.77,4,1360.08,3.633,Active,2019-04-11,,2024-12-30,EBBS,SG
LE001,SP001,C100675,AC100128,ACCOUNT,BONUS SAVER,S,272,EUR,219354.05,184976.88,202165.46,-6545.8,3,1569.91,2.427,Active,2017-03-23,,2024-12-30,EBBS,SG
LE001,SP001,C100556,AC100129,ACCOUNT,CURRENT ACCOUNT NON INTEREST BEARING,C,885,INR,255737.04,278363.78,267050.41,-6678.99,4,2671.73,0.951,Active,2019-05-14,,2024-12-30,EBBS,SG
LE001,SP001,C100392,AC100130,DEAL,PAYROLL SUSPENSE SCB PAY ERR ACC,C,194,AED,643273.13,591277.83,617275.48,30638.7,5,1606.83,1.598,Active,2016-09-05,,2024-12-30,EBBS,SG
LE001,SP001,C100390,AC100131,ACCOUNT,ONEACCOUNT,C,137,JPY,548027.09,572811.18,560419.14,7520.95,4,1229.92,4.824,Active,2019-02-28,,2024-12-30,EBBS,SG
